STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/24/19,77,98,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/25/19,82,94,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/26/19,76,88,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/27/19,69,72,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/28/19,66,76,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/29/19,64,71,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/30/19,65,79,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/31/19,66,82,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/1/19,67,82,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/2/19,65,82,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/3/19,65,77,52
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/4/19,64,75,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/5/19,64,72,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/6/19,63,68,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/7/19,63,68,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/8/19,65,78,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/9/19,72,90,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/10/19,66,72,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/11/19,64,68,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/12/19,64,69,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/13/19,63,68,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/14/19,62,69,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/15/19,63,70,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/16/19,63,72,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/17/19,70,93,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/18/19,78,93,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/19/19,70,79,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/20/19,61,63,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/21/19,58,67,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/22/19,62,71,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/23/19,64,75,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/24/19,65,78,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/25/19,61,70,51
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/26/19,62,67,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/27/19,58,59,50
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/28/19,52,53,46
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/29/19,49,59,43
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/30/19,53,61,44
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/1/19,57,65,51
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/2/19,59,69,52
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/3/19,61,67,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/4/19,61,64,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/5/19,60,69,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/6/19,61,67,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/7/19,63,67,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/8/19,63,65,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/9/19,59,68,51
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/10/19,59,69,52
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/11/19,58,65,50
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/12/19,61,71,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/13/19,60,65,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/14/19,62,66,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/15/19,60,66,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/16/19,57,69,47
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/17/19,59,72,45
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/18/19,58,65,49
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/19/19,56,67,45
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/20/19,62,78,50
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/21/19,65,74,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/22/19,62,67,52
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/23/19,57,59,52
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/24/19,55,61,49
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/25/19,54,58,47
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/26/19,53,57,46
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/27/19,53,62,43
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/28/19,55,63,46
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/29/19,55,62,47
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/30/19,57,64,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/31/19,61,73,51
